id,name,longitude,latitude
0,桐陰寮,138.2630469960463,36.12381621282331
1,スキー場駐車場,138.2707178510312,36.12833692064588
2,懺悔坂下,138.27729873100137,36.12706189035745
3,ロープウェイ上,138.285213646827,36.12483468276964
4,七合目,138.29152462250062,36.1209382573844
5,月面坂下,138.294725420706,36.11399643579418
6,天狗の露台,138.2969693906059,36.11111997634479
7,将軍平,138.2983741595196,36.10739216058317
8,蓼科山山頂,138.29495475145126,36.1035074855008

